Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código del producto (CPC),Producto,Código del año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo,Nota
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01930.02","Pelitre, flores secas","2017","2017","toneladas","","M","Valor ausente; los datos no pueden existir",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01930.02","Pelitre, flores secas","2018","2018","toneladas","","M","Valor ausente; los datos no pueden existir",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01232","Pepinos, pepinillos","2005","2005","ha","7874","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01232","Pepinos, pepinillos","2005","2005","kg/ha","61616.7","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01232","Pepinos, pepinillos","2005","2005","toneladas","485170","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01232","Pepinos, pepinillos","2006","2006","ha","8138","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01232","Pepinos, pepinillos","2006","2006","kg/ha","78504.7","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01232","Pepinos, pepinillos","2006","2006","toneladas","638871","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01232","Pepinos, pepinillos","2007","2007","ha","7466","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01232","Pepinos, pepinillos","2007","2007","kg/ha","75200.4","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01232","Pepinos, pepinillos","2007","2007","toneladas","561446","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01232","Pepinos, pepinillos","2008","2008","ha","8286","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01232","Pepinos, pepinillos","2008","2008","kg/ha","80880","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01232","Pepinos, pepinillos","2008","2008","toneladas","670172","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01232","Pepinos, pepinillos","2009","2009","ha","8094","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01232","Pepinos, pepinillos","2009","2009","kg/ha","69751.5","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01232","Pepinos, pepinillos","2009","2009","toneladas","564569","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01232","Pepinos, pepinillos","2010","2010","ha","8235","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01232","Pepinos, pepinillos","2010","2010","kg/ha","80907.6","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01232","Pepinos, pepinillos","2010","2010","toneladas","666274","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01232","Pepinos, pepinillos","2011","2011","ha","8293","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01232","Pepinos, pepinillos","2011","2011","kg/ha","86844.1","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01232","Pepinos, pepinillos","2011","2011","toneladas","720198","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01232","Pepinos, pepinillos","2012","2012","ha","8876","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01232","Pepinos, pepinillos","2012","2012","kg/ha","84418.9","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01232","Pepinos, pepinillos","2012","2012","toneladas","749302","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01232","Pepinos, pepinillos","2013","2013","ha","8100","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01232","Pepinos, pepinillos","2013","2013","kg/ha","93135.8","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01232","Pepinos, pepinillos","2013","2013","toneladas","754400","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01232","Pepinos, pepinillos","2014","2014","ha","8899","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01232","Pepinos, pepinillos","2014","2014","kg/ha","87189.9","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01232","Pepinos, pepinillos","2014","2014","toneladas","775903","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01232","Pepinos, pepinillos","2015","2015","ha","8146","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01232","Pepinos, pepinillos","2015","2015","kg/ha","86640.8","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01232","Pepinos, pepinillos","2015","2015","toneladas","705776","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01232","Pepinos, pepinillos","2016","2016","ha","7437","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01232","Pepinos, pepinillos","2016","2016","kg/ha","84843.4","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01232","Pepinos, pepinillos","2016","2016","toneladas","630980","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01232","Pepinos, pepinillos","2017","2017","ha","7510","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01232","Pepinos, pepinillos","2017","2017","kg/ha","84530.5","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01232","Pepinos, pepinillos","2017","2017","toneladas","634824","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01232","Pepinos, pepinillos","2018","2018","ha","7500","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01232","Pepinos, pepinillos","2018","2018","kg/ha","85821.3","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01232","Pepinos, pepinillos","2018","2018","toneladas","643660","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01232","Pepinos, pepinillos","2019","2019","ha","7420","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01232","Pepinos, pepinillos","2019","2019","kg/ha","99622.6","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01232","Pepinos, pepinillos","2019","2019","toneladas","739200","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01232","Pepinos, pepinillos","2020","2020","ha","7730","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01232","Pepinos, pepinillos","2020","2020","kg/ha","102830.5","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01232","Pepinos, pepinillos","2020","2020","toneladas","794880","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01232","Pepinos, pepinillos","2021","2021","ha","7720","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01232","Pepinos, pepinillos","2021","2021","kg/ha","96620.5","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01232","Pepinos, pepinillos","2021","2021","toneladas","745910","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01232","Pepinos, pepinillos","2022","2022","ha","8010","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01232","Pepinos, pepinillos","2022","2022","kg/ha","96126.1","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01232","Pepinos, pepinillos","2022","2022","toneladas","769970","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01232","Pepinos, pepinillos","2023","2023","ha","8300","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01232","Pepinos, pepinillos","2023","2023","kg/ha","87006","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01232","Pepinos, pepinillos","2023","2023","toneladas","722150","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01232","Pepinos, pepinillos","2024","2024","ha","8620","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01232","Pepinos, pepinillos","2024","2024","kg/ha","87910.7","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01232","Pepinos, pepinillos","2024","2024","toneladas","757790","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01342.01","Peras","2005","2005","ha","33535","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01342.01","Peras","2005","2005","kg/ha","19078.8","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01342.01","Peras","2005","2005","toneladas","639809","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01342.01","Peras","2006","2006","ha","33630","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01342.01","Peras","2006","2006","kg/ha","17658.6","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01342.01","Peras","2006","2006","toneladas","593858","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01342.01","Peras","2007","2007","ha","31891","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01342.01","Peras","2007","2007","kg/ha","17304.2","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01342.01","Peras","2007","2007","toneladas","551848","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01342.01","Peras","2008","2008","ha","29216","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01342.01","Peras","2008","2008","kg/ha","18437.7","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01342.01","Peras","2008","2008","toneladas","538677","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01342.01","Peras","2009","2009","ha","27967","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01342.01","Peras","2009","2009","kg/ha","16589.9","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01342.01","Peras","2009","2009","toneladas","463969","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01342.01","Peras","2010","2010","ha","27333","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01342.01","Peras","2010","2010","kg/ha","17439.9","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01342.01","Peras","2010","2010","toneladas","476686","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01342.01","Peras","2011","2011","ha","27010","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01342.01","Peras","2011","2011","kg/ha","18601.8","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01342.01","Peras","2011","2011","toneladas","502434","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01342.01","Peras","2012","2012","ha","25512","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01342.01","Peras","2012","2012","kg/ha","15970.1","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01342.01","Peras","2012","2012","toneladas","407428","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01342.01","Peras","2013","2013","ha","24200","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01342.01","Peras","2013","2013","kg/ha","17590.9","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01342.01","Peras","2013","2013","toneladas","425700","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01342.01","Peras","2014","2014","ha","23640","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01342.01","Peras","2014","2014","kg/ha","18170.4","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01342.01","Peras","2014","2014","toneladas","429548","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01342.01","Peras","2015","2015","ha","22878","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01342.01","Peras","2015","2015","kg/ha","15535","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01342.01","Peras","2015","2015","toneladas","355410","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01342.01","Peras","2016","2016","ha","22547","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01342.01","Peras","2016","2016","kg/ha","15489.7","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01342.01","Peras","2016","2016","toneladas","349247","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01342.01","Peras","2017","2017","ha","21888","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01342.01","Peras","2017","2017","kg/ha","16491.1","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01342.01","Peras","2017","2017","toneladas","360957","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01342.01","Peras","2018","2018","ha","21330","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01342.01","Peras","2018","2018","kg/ha","15579.9","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01342.01","Peras","2018","2018","toneladas","332320","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01342.01","Peras","2019","2019","ha","20620","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01342.01","Peras","2019","2019","kg/ha","16036.4","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01342.01","Peras","2019","2019","toneladas","330670","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01342.01","Peras","2020","2020","ha","20220","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01342.01","Peras","2020","2020","kg/ha","16010.4","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01342.01","Peras","2020","2020","toneladas","323730","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01342.01","Peras","2021","2021","ha","20020","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01342.01","Peras","2021","2021","kg/ha","15797.7","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01342.01","Peras","2021","2021","toneladas","316270","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01342.01","Peras","2022","2022","ha","19110","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01342.01","Peras","2022","2022","kg/ha","12994.2","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01342.01","Peras","2022","2022","toneladas","248320","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01342.01","Peras","2023","2023","ha","18460","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01342.01","Peras","2023","2023","kg/ha","15602.9","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01342.01","Peras","2023","2023","toneladas","288030","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01342.01","Peras","2024","2024","ha","18090","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01342.01","Peras","2024","2024","kg/ha","12273.1","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01342.01","Peras","2024","2024","toneladas","222020","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01375","Pistachos con cáscara","2005","2005","ha","1116","I","Valor imputado por una agencia receptora",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01375","Pistachos con cáscara","2005","2005","kg/ha","580.9","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01375","Pistachos con cáscara","2005","2005","toneladas","648.2","I","Valor imputado por una agencia receptora",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01375","Pistachos con cáscara","2006","2006","ha","1160","I","Valor imputado por una agencia receptora",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01375","Pistachos con cáscara","2006","2006","kg/ha","567.5","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01375","Pistachos con cáscara","2006","2006","toneladas","658.14","I","Valor imputado por una agencia receptora",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01375","Pistachos con cáscara","2007","2007","ha","1206","I","Valor imputado por una agencia receptora",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01375","Pistachos con cáscara","2007","2007","kg/ha","554","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01375","Pistachos con cáscara","2007","2007","toneladas","668.08","I","Valor imputado por una agencia receptora",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01375","Pistachos con cáscara","2008","2008","ha","1254","I","Valor imputado por una agencia receptora",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01375","Pistachos con cáscara","2008","2008","kg/ha","540.5","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01375","Pistachos con cáscara","2008","2008","toneladas","678.03","I","Valor imputado por una agencia receptora",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01375","Pistachos con cáscara","2009","2009","ha","2436","I","Valor imputado por una agencia receptora",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01375","Pistachos con cáscara","2009","2009","kg/ha","561","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01375","Pistachos con cáscara","2009","2009","toneladas","1366.74","I","Valor imputado por una agencia receptora",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01375","Pistachos con cáscara","2010","2010","ha","4336","I","Valor imputado por una agencia receptora",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01375","Pistachos con cáscara","2010","2010","kg/ha","597.9","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01375","Pistachos con cáscara","2010","2010","toneladas","2592.87","I","Valor imputado por una agencia receptora",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01375","Pistachos con cáscara","2011","2011","ha","4229","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01375","Pistachos con cáscara","2011","2011","kg/ha","640.3","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01375","Pistachos con cáscara","2011","2011","toneladas","2708","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01375","Pistachos con cáscara","2012","2012","ha","5274","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01375","Pistachos con cáscara","2012","2012","kg/ha","508.3","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01375","Pistachos con cáscara","2012","2012","toneladas","2681","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01375","Pistachos con cáscara","2013","2013","ha","5754","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01375","Pistachos con cáscara","2013","2013","kg/ha","432.6","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01375","Pistachos con cáscara","2013","2013","toneladas","2489","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01375","Pistachos con cáscara","2014","2014","ha","6225","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01375","Pistachos con cáscara","2014","2014","kg/ha","421.8","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01375","Pistachos con cáscara","2014","2014","toneladas","2626","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01375","Pistachos con cáscara","2015","2015","ha","6487","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01375","Pistachos con cáscara","2015","2015","kg/ha","400.6","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01375","Pistachos con cáscara","2015","2015","toneladas","2598.67","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01375","Pistachos con cáscara","2016","2016","ha","14974","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01375","Pistachos con cáscara","2016","2016","kg/ha","375.2","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01375","Pistachos con cáscara","2016","2016","toneladas","5618","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01375","Pistachos con cáscara","2017","2017","ha","20415","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01375","Pistachos con cáscara","2017","2017","kg/ha","369.6","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01375","Pistachos con cáscara","2017","2017","toneladas","7545","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01321","Pomelos","2005","2005","ha","1168","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01321","Pomelos","2005","2005","kg/ha","28019.7","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01321","Pomelos","2005","2005","toneladas","32727","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01321","Pomelos","2006","2006","ha","1235","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01321","Pomelos","2006","2006","kg/ha","34386.2","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01321","Pomelos","2006","2006","toneladas","42467","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01321","Pomelos","2007","2007","ha","1232","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01321","Pomelos","2007","2007","kg/ha","33376.6","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01321","Pomelos","2007","2007","toneladas","41120","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01321","Pomelos","2008","2008","ha","1640","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01321","Pomelos","2008","2008","kg/ha","26609.1","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01321","Pomelos","2008","2008","toneladas","43639","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01321","Pomelos","2009","2009","ha","1699","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01321","Pomelos","2009","2009","kg/ha","23742.8","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01321","Pomelos","2009","2009","toneladas","40339","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01321","Pomelos","2010","2010","ha","1851","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01321","Pomelos","2010","2010","kg/ha","25296.6","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01321","Pomelos","2010","2010","toneladas","46824","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01321","Pomelos","2011","2011","ha","1882","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01321","Pomelos","2011","2011","kg/ha","25627.5","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01321","Pomelos","2011","2011","toneladas","48231","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01321","Pomelos","2012","2012","ha","1869","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01321","Pomelos","2012","2012","kg/ha","30301.8","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01321","Pomelos","2012","2012","toneladas","56634","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01321","Pomelos","2013","2013","ha","1800","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01321","Pomelos","2013","2013","kg/ha","32666.7","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01321","Pomelos","2013","2013","toneladas","58800","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01321","Pomelos","2014","2014","ha","1862","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01321","Pomelos","2014","2014","kg/ha","36797","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01321","Pomelos","2014","2014","toneladas","68516","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01321","Pomelos","2015","2015","ha","1976","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01321","Pomelos","2015","2015","kg/ha","36314.8","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01321","Pomelos","2015","2015","toneladas","71758.11","I","Valor imputado por una agencia receptora",""
"QCL","Cultivos y productos de ganadería","724","España","5312","Área cosechada","01321","Pomelos","2016","2016","ha","1794","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5412","Rendimiento","01321","Pomelos","2016","2016","kg/ha","40265.3","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","724","España","5510","Producción","01321","Pomelos","2016","2016","toneladas","72236","A","Cifra oficial",""
