Agric_ONU_ID,Área,Elemento,Producto,Año,Unidad,Valor,Símbolo,Descripción del Símbolo
5019,España,Área cosechada,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2007,ha,500.0,E,Valor estimado
5020,España,Rendimiento,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2007,kg/ha,20000.0,E,Valor estimado
5021,España,Producción,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2007,toneladas,10000.0,E,Valor estimado
5022,España,Área cosechada,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2008,ha,419.0,I,Valor imputado por una agencia receptora
5023,España,Rendimiento,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2008,kg/ha,19517.3,E,Valor estimado
5024,España,Producción,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2008,toneladas,8182.95,I,Valor imputado por una agencia receptora
5025,España,Área cosechada,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2009,ha,441.0,A,Cifra oficial
5026,España,Rendimiento,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2009,kg/ha,18199.5,A,Cifra oficial
5027,España,Producción,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2009,toneladas,8026.0,A,Cifra oficial
5028,España,Área cosechada,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2010,ha,339.0,A,Cifra oficial
5029,España,Rendimiento,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2010,kg/ha,19171.1,A,Cifra oficial
5030,España,Producción,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2010,toneladas,6499.0,A,Cifra oficial
5031,España,Área cosechada,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2011,ha,296.0,A,Cifra oficial
5032,España,Rendimiento,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2011,kg/ha,19361.5,A,Cifra oficial
5033,España,Producción,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2011,toneladas,5731.0,A,Cifra oficial
5034,España,Área cosechada,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2012,ha,415.0,A,Cifra oficial
5035,España,Rendimiento,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2012,kg/ha,16800.0,A,Cifra oficial
5036,España,Producción,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2012,toneladas,6972.0,A,Cifra oficial
5037,España,Área cosechada,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2013,ha,382.0,A,Cifra oficial
5038,España,Rendimiento,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2013,kg/ha,18010.5,A,Cifra oficial
5039,España,Producción,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2013,toneladas,6880.0,A,Cifra oficial
5040,España,Área cosechada,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2014,ha,392.0,I,Valor imputado por una agencia receptora
5041,España,Rendimiento,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2014,kg/ha,18151.1,E,Valor estimado
5042,España,Producción,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2014,toneladas,7121.57,I,Valor imputado por una agencia receptora
5043,España,Área cosechada,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2015,ha,398.0,I,Valor imputado por una agencia receptora
5044,España,Rendimiento,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2015,kg/ha,17518.1,E,Valor estimado
5045,España,Producción,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2015,toneladas,6978.22,I,Valor imputado por una agencia receptora
5046,España,Área cosechada,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2016,ha,540.0,A,Cifra oficial
5047,España,Rendimiento,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2016,kg/ha,16200.0,A,Cifra oficial
5048,España,Producción,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2016,toneladas,8748.0,A,Cifra oficial
5049,España,Área cosechada,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2017,ha,516.0,A,Cifra oficial
5050,España,Rendimiento,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2017,kg/ha,16199.6,A,Cifra oficial
5051,España,Producción,"Raíces y tubérculos comestibles con alto contenido en almidón o inulina, frescos n.c.p.",2017,toneladas,8359.0,A,Cifra oficial
5052,España,Área cosechada,Repollos,2005,ha,8648.0,A,Cifra oficial
5053,España,Rendimiento,Repollos,2005,kg/ha,32609.0,A,Cifra oficial
5054,España,Producción,Repollos,2005,toneladas,282003.0,A,Cifra oficial
5055,España,Área cosechada,Repollos,2006,ha,8261.0,A,Cifra oficial
5056,España,Rendimiento,Repollos,2006,kg/ha,31371.4,A,Cifra oficial
5057,España,Producción,Repollos,2006,toneladas,259159.0,A,Cifra oficial
5058,España,Área cosechada,Repollos,2007,ha,7857.0,A,Cifra oficial
5059,España,Rendimiento,Repollos,2007,kg/ha,32395.3,A,Cifra oficial
5060,España,Producción,Repollos,2007,toneladas,254530.0,A,Cifra oficial
5061,España,Área cosechada,Repollos,2008,ha,8968.0,A,Cifra oficial
5062,España,Rendimiento,Repollos,2008,kg/ha,28088.8,A,Cifra oficial
5063,España,Producción,Repollos,2008,toneladas,251900.0,A,Cifra oficial
5064,España,Área cosechada,Repollos,2009,ha,5900.0,A,Cifra oficial
5065,España,Rendimiento,Repollos,2009,kg/ha,33898.3,A,Cifra oficial
5066,España,Producción,Repollos,2009,toneladas,200000.0,A,Cifra oficial
5067,España,Área cosechada,Repollos,2010,ha,4995.0,A,Cifra oficial
5068,España,Rendimiento,Repollos,2010,kg/ha,38758.8,A,Cifra oficial
5069,España,Producción,Repollos,2010,toneladas,193600.0,A,Cifra oficial
5070,España,Área cosechada,Repollos,2011,ha,6108.0,A,Cifra oficial
5071,España,Rendimiento,Repollos,2011,kg/ha,34893.1,A,Cifra oficial
5072,España,Producción,Repollos,2011,toneladas,213127.0,A,Cifra oficial
5073,España,Área cosechada,Repollos,2012,ha,6669.0,A,Cifra oficial
5074,España,Rendimiento,Repollos,2012,kg/ha,32371.4,A,Cifra oficial
5075,España,Producción,Repollos,2012,toneladas,215885.0,A,Cifra oficial
5076,España,Área cosechada,Repollos,2013,ha,5600.0,A,Cifra oficial
5077,España,Rendimiento,Repollos,2013,kg/ha,32482.1,A,Cifra oficial
5078,España,Producción,Repollos,2013,toneladas,181900.0,A,Cifra oficial
5079,España,Área cosechada,Repollos,2014,ha,4509.0,A,Cifra oficial
5080,España,Rendimiento,Repollos,2014,kg/ha,33377.7,A,Cifra oficial
5081,España,Producción,Repollos,2014,toneladas,150500.0,A,Cifra oficial
5082,España,Área cosechada,Repollos,2015,ha,4995.0,A,Cifra oficial
5083,España,Rendimiento,Repollos,2015,kg/ha,33187.4,A,Cifra oficial
5084,España,Producción,Repollos,2015,toneladas,165771.0,A,Cifra oficial
5085,España,Área cosechada,Repollos,2016,ha,6799.0,A,Cifra oficial
5086,España,Rendimiento,Repollos,2016,kg/ha,33772.3,A,Cifra oficial
5087,España,Producción,Repollos,2016,toneladas,229618.0,A,Cifra oficial
5088,España,Área cosechada,Repollos,2017,ha,6608.0,A,Cifra oficial
5089,España,Rendimiento,Repollos,2017,kg/ha,32888.8,A,Cifra oficial
5090,España,Producción,Repollos,2017,toneladas,217329.0,A,Cifra oficial
5091,España,Área cosechada,Repollos,2018,ha,6550.0,A,Cifra oficial
5092,España,Rendimiento,Repollos,2018,kg/ha,32566.4,A,Cifra oficial
5093,España,Producción,Repollos,2018,toneladas,213310.0,A,Cifra oficial
5094,España,Área cosechada,Repollos,2019,ha,12250.0,A,Cifra oficial
5095,España,Rendimiento,Repollos,2019,kg/ha,23192.7,A,Cifra oficial
5096,España,Producción,Repollos,2019,toneladas,284110.0,A,Cifra oficial
5097,España,Área cosechada,Repollos,2020,ha,12460.0,A,Cifra oficial
5098,España,Rendimiento,Repollos,2020,kg/ha,23002.4,A,Cifra oficial
5099,España,Producción,Repollos,2020,toneladas,286610.0,A,Cifra oficial
5100,España,Área cosechada,Repollos,2021,ha,12510.0,A,Cifra oficial
5101,España,Rendimiento,Repollos,2021,kg/ha,23353.3,A,Cifra oficial
5102,España,Producción,Repollos,2021,toneladas,292150.0,A,Cifra oficial
5103,España,Área cosechada,Repollos,2022,ha,12860.0,A,Cifra oficial
5104,España,Rendimiento,Repollos,2022,kg/ha,23706.1,A,Cifra oficial
5105,España,Producción,Repollos,2022,toneladas,304860.0,A,Cifra oficial
5106,España,Área cosechada,Repollos,2023,ha,11910.0,A,Cifra oficial
5107,España,Rendimiento,Repollos,2023,kg/ha,22229.2,A,Cifra oficial
5108,España,Producción,Repollos,2023,toneladas,264750.0,A,Cifra oficial
5109,España,Área cosechada,Repollos,2024,ha,12540.0,A,Cifra oficial
5110,España,Rendimiento,Repollos,2024,kg/ha,22021.5,A,Cifra oficial
5111,España,Producción,Repollos,2024,toneladas,276150.0,A,Cifra oficial
5112,España,Área cosechada,Sandías,2005,ha,16235.0,A,Cifra oficial
5113,España,Rendimiento,Sandías,2005,kg/ha,44325.3,A,Cifra oficial
5114,España,Producción,Sandías,2005,toneladas,719621.0,A,Cifra oficial
5115,España,Área cosechada,Sandías,2006,ha,16174.0,A,Cifra oficial
5116,España,Rendimiento,Sandías,2006,kg/ha,45189.9,A,Cifra oficial
5117,España,Producción,Sandías,2006,toneladas,730902.0,A,Cifra oficial
5118,España,Área cosechada,Sandías,2007,ha,16861.0,A,Cifra oficial
5119,España,Rendimiento,Sandías,2007,kg/ha,46909.9,A,Cifra oficial
5120,España,Producción,Sandías,2007,toneladas,790947.0,A,Cifra oficial
5121,España,Área cosechada,Sandías,2008,ha,15674.0,A,Cifra oficial
5122,España,Rendimiento,Sandías,2008,kg/ha,46137.8,A,Cifra oficial
5123,España,Producción,Sandías,2008,toneladas,723164.0,A,Cifra oficial
5124,España,Área cosechada,Sandías,2009,ha,18082.0,A,Cifra oficial
5125,España,Rendimiento,Sandías,2009,kg/ha,47117.4,A,Cifra oficial
5126,España,Producción,Sandías,2009,toneladas,851976.0,A,Cifra oficial
5127,España,Área cosechada,Sandías,2010,ha,18648.0,A,Cifra oficial
5128,España,Rendimiento,Sandías,2010,kg/ha,41957.9,A,Cifra oficial
5129,España,Producción,Sandías,2010,toneladas,782430.0,A,Cifra oficial
5130,España,Área cosechada,Sandías,2011,ha,17783.0,A,Cifra oficial
5131,España,Rendimiento,Sandías,2011,kg/ha,43091.8,A,Cifra oficial
5132,España,Producción,Sandías,2011,toneladas,766301.0,A,Cifra oficial
5133,España,Área cosechada,Sandías,2012,ha,18942.0,A,Cifra oficial
5134,España,Rendimiento,Sandías,2012,kg/ha,45999.6,A,Cifra oficial
5135,España,Producción,Sandías,2012,toneladas,871324.0,A,Cifra oficial
5136,España,Área cosechada,Sandías,2013,ha,17900.0,A,Cifra oficial
5137,España,Rendimiento,Sandías,2013,kg/ha,48575.4,A,Cifra oficial
5138,España,Producción,Sandías,2013,toneladas,869500.0,A,Cifra oficial
5139,España,Área cosechada,Sandías,2014,ha,17949.0,A,Cifra oficial
5140,España,Rendimiento,Sandías,2014,kg/ha,47834.1,A,Cifra oficial
5141,España,Producción,Sandías,2014,toneladas,858575.0,A,Cifra oficial
5142,España,Área cosechada,Sandías,2015,ha,19147.0,A,Cifra oficial
5143,España,Rendimiento,Sandías,2015,kg/ha,54300.8,A,Cifra oficial
5144,España,Producción,Sandías,2015,toneladas,1039698.0,A,Cifra oficial
5145,España,Área cosechada,Sandías,2016,ha,19156.0,A,Cifra oficial
5146,España,Rendimiento,Sandías,2016,kg/ha,57009.6,A,Cifra oficial
5147,España,Producción,Sandías,2016,toneladas,1092075.0,A,Cifra oficial
5148,España,Área cosechada,Sandías,2017,ha,20026.0,A,Cifra oficial
5149,España,Rendimiento,Sandías,2017,kg/ha,55587.3,A,Cifra oficial
5150,España,Producción,Sandías,2017,toneladas,1113192.0,A,Cifra oficial
5151,España,Área cosechada,Sandías,2018,ha,20400.0,A,Cifra oficial
5152,España,Rendimiento,Sandías,2018,kg/ha,53549.0,A,Cifra oficial
5153,España,Producción,Sandías,2018,toneladas,1092400.0,A,Cifra oficial
5154,España,Área cosechada,Sandías,2019,ha,21460.0,A,Cifra oficial
5155,España,Rendimiento,Sandías,2019,kg/ha,55922.2,A,Cifra oficial
5156,España,Producción,Sandías,2019,toneladas,1200090.0,A,Cifra oficial
5157,España,Área cosechada,Sandías,2020,ha,21620.0,A,Cifra oficial
5158,España,Rendimiento,Sandías,2020,kg/ha,57116.1,A,Cifra oficial
5159,España,Producción,Sandías,2020,toneladas,1234850.0,A,Cifra oficial
5160,España,Área cosechada,Sandías,2021,ha,23990.0,A,Cifra oficial
5161,España,Rendimiento,Sandías,2021,kg/ha,57619.0,A,Cifra oficial
5162,España,Producción,Sandías,2021,toneladas,1382280.0,A,Cifra oficial
5163,España,Área cosechada,Sandías,2022,ha,21700.0,A,Cifra oficial
5164,España,Rendimiento,Sandías,2022,kg/ha,53686.2,A,Cifra oficial
5165,España,Producción,Sandías,2022,toneladas,1164990.0,A,Cifra oficial
5166,España,Área cosechada,Sandías,2023,ha,21460.0,A,Cifra oficial
5167,España,Rendimiento,Sandías,2023,kg/ha,54470.2,A,Cifra oficial
5168,España,Producción,Sandías,2023,toneladas,1168930.0,A,Cifra oficial
5169,España,Área cosechada,Sandías,2024,ha,21840.0,A,Cifra oficial
5170,España,Rendimiento,Sandías,2024,kg/ha,55984.9,A,Cifra oficial
5171,España,Producción,Sandías,2024,toneladas,1222710.0,A,Cifra oficial
5172,España,Área cosechada,Semilla de adormidera,2005,ha,4270.0,E,Valor estimado
5173,España,Rendimiento,Semilla de adormidera,2005,kg/ha,901.6,E,Valor estimado
5174,España,Producción,Semilla de adormidera,2005,toneladas,3850.0,E,Valor estimado
5175,España,Área cosechada,Semilla de adormidera,2006,ha,4830.0,I,Valor imputado por una agencia receptora
5176,España,Rendimiento,Semilla de adormidera,2006,kg/ha,920.9,E,Valor estimado
5177,España,Producción,Semilla de adormidera,2006,toneladas,4448.13,I,Valor imputado por una agencia receptora
5178,España,Área cosechada,Semilla de adormidera,2007,ha,6110.0,E,Valor estimado
5179,España,Rendimiento,Semilla de adormidera,2007,kg/ha,900.2,E,Valor estimado
5180,España,Producción,Semilla de adormidera,2007,toneladas,5500.0,E,Valor estimado
5181,España,Área cosechada,Semilla de adormidera,2008,ha,7220.0,E,Valor estimado
5182,España,Rendimiento,Semilla de adormidera,2008,kg/ha,900.3,E,Valor estimado
5183,España,Producción,Semilla de adormidera,2008,toneladas,6500.0,E,Valor estimado
5184,España,Área cosechada,Semilla de adormidera,2009,ha,7770.0,E,Valor estimado
5185,España,Rendimiento,Semilla de adormidera,2009,kg/ha,900.9,E,Valor estimado
5186,España,Producción,Semilla de adormidera,2009,toneladas,7000.0,E,Valor estimado
5187,España,Área cosechada,Semilla de adormidera,2010,ha,7904.0,I,Valor imputado por una agencia receptora
5188,España,Rendimiento,Semilla de adormidera,2010,kg/ha,993.2,E,Valor estimado
5189,España,Producción,Semilla de adormidera,2010,toneladas,7850.18,I,Valor imputado por una agencia receptora
5190,España,Área cosechada,Semilla de adormidera,2011,ha,7000.0,E,Valor estimado
5191,España,Rendimiento,Semilla de adormidera,2011,kg/ha,1142.9,E,Valor estimado
5192,España,Producción,Semilla de adormidera,2011,toneladas,8000.0,E,Valor estimado
5193,España,Área cosechada,Semilla de adormidera,2012,ha,10000.0,E,Valor estimado
5194,España,Rendimiento,Semilla de adormidera,2012,kg/ha,1100.0,E,Valor estimado
5195,España,Producción,Semilla de adormidera,2012,toneladas,11000.0,E,Valor estimado
5196,España,Área cosechada,Semilla de adormidera,2013,ha,11000.0,E,Valor estimado
5197,España,Rendimiento,Semilla de adormidera,2013,kg/ha,1090.9,E,Valor estimado
5198,España,Producción,Semilla de adormidera,2013,toneladas,12000.0,E,Valor estimado
5199,España,Área cosechada,Semilla de adormidera,2014,ha,10500.0,E,Valor estimado
5200,España,Rendimiento,Semilla de adormidera,2014,kg/ha,1047.6,E,Valor estimado
5201,España,Producción,Semilla de adormidera,2014,toneladas,11000.0,E,Valor estimado
5202,España,Área cosechada,Semilla de adormidera,2015,ha,11000.0,E,Valor estimado
5203,España,Rendimiento,Semilla de adormidera,2015,kg/ha,1090.9,E,Valor estimado
5204,España,Producción,Semilla de adormidera,2015,toneladas,12000.0,E,Valor estimado
5205,España,Área cosechada,Semilla de adormidera,2016,ha,10800.0,E,Valor estimado
5206,España,Rendimiento,Semilla de adormidera,2016,kg/ha,1092.6,E,Valor estimado
5207,España,Producción,Semilla de adormidera,2016,toneladas,11800.0,E,Valor estimado
5208,España,Área cosechada,Semilla de adormidera,2017,ha,11000.0,E,Valor estimado
5209,España,Rendimiento,Semilla de adormidera,2017,kg/ha,1081.8,E,Valor estimado
5210,España,Producción,Semilla de adormidera,2017,toneladas,11900.0,E,Valor estimado
5211,España,Producción,Semilla de algodón,2005,toneladas,145900.0,A,Cifra oficial
5212,España,Producción,Semilla de algodón,2006,toneladas,59200.0,A,Cifra oficial
5213,España,Producción,Semilla de algodón,2007,toneladas,50364.0,A,Cifra oficial
5214,España,Producción,Semilla de algodón,2008,toneladas,23500.0,X,Cifra de fuente externa
5215,España,Producción,Semilla de algodón,2009,toneladas,33400.0,X,Cifra de fuente externa
5216,España,Producción,Semilla de algodón,2010,toneladas,50525.0,A,Cifra oficial
5217,España,Producción,Semilla de algodón,2011,toneladas,71819.0,A,Cifra oficial
5218,España,Producción,Semilla de algodón,2012,toneladas,75749.0,A,Cifra oficial
5219,España,Producción,Semilla de algodón,2013,toneladas,57007.0,A,Cifra oficial
5220,España,Producción,Semilla de algodón,2014,toneladas,90500.0,X,Cifra de fuente externa
5221,España,Producción,Semilla de algodón,2015,toneladas,75720.0,A,Cifra oficial
5222,España,Producción,Semilla de algodón,2016,toneladas,60239.0,A,Cifra oficial
5223,España,Producción,Semilla de algodón,2017,toneladas,88561.0,A,Cifra oficial
5224,España,Producción,Semilla de algodón,2018,toneladas,89290.0,A,Cifra oficial
5225,España,Producción,Semilla de algodón,2019,toneladas,87900.0,A,Cifra oficial
5226,España,Producción,Semilla de algodón,2020,toneladas,83120.0,A,Cifra oficial
5227,España,Producción,Semilla de algodón,2021,toneladas,62510.0,A,Cifra oficial
5228,España,Producción,Semilla de algodón,2022,toneladas,43140.0,A,Cifra oficial
5229,España,Producción,Semilla de algodón,2023,toneladas,14060.0,A,Cifra oficial
5230,España,Área cosechada,"Semilla de cartamo, alazor",2005,ha,48.0,A,Cifra oficial
5231,España,Rendimiento,"Semilla de cartamo, alazor",2005,kg/ha,375.0,A,Cifra oficial
5232,España,Producción,"Semilla de cartamo, alazor",2005,toneladas,18.0,A,Cifra oficial
5233,España,Área cosechada,"Semilla de cartamo, alazor",2006,ha,78.0,A,Cifra oficial
5234,España,Rendimiento,"Semilla de cartamo, alazor",2006,kg/ha,859.0,A,Cifra oficial
5235,España,Producción,"Semilla de cartamo, alazor",2006,toneladas,67.0,A,Cifra oficial
5236,España,Área cosechada,"Semilla de cartamo, alazor",2007,ha,46.0,A,Cifra oficial
5237,España,Rendimiento,"Semilla de cartamo, alazor",2007,kg/ha,521.7,A,Cifra oficial
5238,España,Producción,"Semilla de cartamo, alazor",2007,toneladas,24.0,A,Cifra oficial
5239,España,Área cosechada,"Semilla de cartamo, alazor",2008,ha,1738.0,I,Valor imputado por una agencia receptora
5240,España,Rendimiento,"Semilla de cartamo, alazor",2008,kg/ha,794.6,E,Valor estimado
5241,España,Producción,"Semilla de cartamo, alazor",2008,toneladas,1381.05,I,Valor imputado por una agencia receptora
5242,España,Área cosechada,"Semilla de cartamo, alazor",2009,ha,2377.0,I,Valor imputado por una agencia receptora
5243,España,Rendimiento,"Semilla de cartamo, alazor",2009,kg/ha,803.9,E,Valor estimado
5244,España,Producción,"Semilla de cartamo, alazor",2009,toneladas,1911.17,I,Valor imputado por una agencia receptora
5245,España,Área cosechada,"Semilla de cartamo, alazor",2010,ha,3568.0,A,Cifra oficial
5246,España,Rendimiento,"Semilla de cartamo, alazor",2010,kg/ha,985.7,A,Cifra oficial
5247,España,Producción,"Semilla de cartamo, alazor",2010,toneladas,3517.0,A,Cifra oficial
5248,España,Área cosechada,"Semilla de cartamo, alazor",2011,ha,7249.0,A,Cifra oficial
5249,España,Rendimiento,"Semilla de cartamo, alazor",2011,kg/ha,748.2,A,Cifra oficial
5250,España,Producción,"Semilla de cartamo, alazor",2011,toneladas,5424.0,A,Cifra oficial
5251,España,Área cosechada,"Semilla de cartamo, alazor",2012,ha,3309.0,A,Cifra oficial
5252,España,Rendimiento,"Semilla de cartamo, alazor",2012,kg/ha,594.1,A,Cifra oficial
5253,España,Producción,"Semilla de cartamo, alazor",2012,toneladas,1966.0,A,Cifra oficial
5254,España,Área cosechada,"Semilla de cartamo, alazor",2013,ha,4084.0,A,Cifra oficial
5255,España,Rendimiento,"Semilla de cartamo, alazor",2013,kg/ha,1027.4,A,Cifra oficial
5256,España,Producción,"Semilla de cartamo, alazor",2013,toneladas,4196.0,A,Cifra oficial
5257,España,Área cosechada,"Semilla de cartamo, alazor",2014,ha,4515.0,I,Valor imputado por una agencia receptora
5258,España,Rendimiento,"Semilla de cartamo, alazor",2014,kg/ha,855.4,E,Valor estimado
5259,España,Producción,"Semilla de cartamo, alazor",2014,toneladas,3862.0,E,Valor estimado
5260,España,Área cosechada,"Semilla de cartamo, alazor",2015,ha,3981.0,I,Valor imputado por una agencia receptora
5261,España,Rendimiento,"Semilla de cartamo, alazor",2015,kg/ha,839.2,E,Valor estimado
5262,España,Producción,"Semilla de cartamo, alazor",2015,toneladas,3341.33,E,Valor estimado
5263,España,Área cosechada,"Semilla de cartamo, alazor",2016,ha,5875.0,A,Cifra oficial
5264,España,Rendimiento,"Semilla de cartamo, alazor",2016,kg/ha,758.5,A,Cifra oficial
5265,España,Producción,"Semilla de cartamo, alazor",2016,toneladas,4456.0,A,Cifra oficial
5266,España,Área cosechada,"Semilla de cartamo, alazor",2017,ha,6704.0,A,Cifra oficial
5267,España,Rendimiento,"Semilla de cartamo, alazor",2017,kg/ha,750.9,A,Cifra oficial
5268,España,Producción,"Semilla de cartamo, alazor",2017,toneladas,5034.0,A,Cifra oficial
5269,España,Área cosechada,Semilla de girasol,2005,ha,516160.0,A,Cifra oficial
5270,España,Rendimiento,Semilla de girasol,2005,kg/ha,738.7,A,Cifra oficial
5271,España,Producción,Semilla de girasol,2005,toneladas,381275.0,A,Cifra oficial
5272,España,Área cosechada,Semilla de girasol,2006,ha,622494.0,A,Cifra oficial
5273,España,Rendimiento,Semilla de girasol,2006,kg/ha,1063.6,A,Cifra oficial
5274,España,Producción,Semilla de girasol,2006,toneladas,662083.0,A,Cifra oficial
5275,España,Área cosechada,Semilla de girasol,2007,ha,600866.0,A,Cifra oficial
5276,España,Rendimiento,Semilla de girasol,2007,kg/ha,1220.2,A,Cifra oficial
5277,España,Producción,Semilla de girasol,2007,toneladas,733154.0,A,Cifra oficial
5278,España,Área cosechada,Semilla de girasol,2008,ha,730819.0,A,Cifra oficial
5279,España,Rendimiento,Semilla de girasol,2008,kg/ha,1194.1,A,Cifra oficial
5280,España,Producción,Semilla de girasol,2008,toneladas,872687.0,A,Cifra oficial
5281,España,Área cosechada,Semilla de girasol,2009,ha,851120.0,A,Cifra oficial
5282,España,Rendimiento,Semilla de girasol,2009,kg/ha,1021.6,A,Cifra oficial
5283,España,Producción,Semilla de girasol,2009,toneladas,869540.0,A,Cifra oficial
5284,España,Área cosechada,Semilla de girasol,2010,ha,697900.0,A,Cifra oficial
5285,España,Rendimiento,Semilla de girasol,2010,kg/ha,1271.0,A,Cifra oficial
5286,España,Producción,Semilla de girasol,2010,toneladas,887000.0,A,Cifra oficial
5287,España,Área cosechada,Semilla de girasol,2011,ha,862869.0,A,Cifra oficial
5288,España,Rendimiento,Semilla de girasol,2011,kg/ha,1263.4,A,Cifra oficial
5289,España,Producción,Semilla de girasol,2011,toneladas,1090171.0,A,Cifra oficial
5290,España,Área cosechada,Semilla de girasol,2012,ha,753015.0,A,Cifra oficial
5291,España,Rendimiento,Semilla de girasol,2012,kg/ha,852.6,A,Cifra oficial
5292,España,Producción,Semilla de girasol,2012,toneladas,642017.0,A,Cifra oficial
5293,España,Área cosechada,Semilla de girasol,2013,ha,849100.0,A,Cifra oficial
5294,España,Rendimiento,Semilla de girasol,2013,kg/ha,1212.3,A,Cifra oficial
5295,España,Producción,Semilla de girasol,2013,toneladas,1029400.0,A,Cifra oficial
5296,España,Área cosechada,Semilla de girasol,2014,ha,783425.0,A,Cifra oficial
5297,España,Rendimiento,Semilla de girasol,2014,kg/ha,1216.4,A,Cifra oficial
5298,España,Producción,Semilla de girasol,2014,toneladas,952986.0,A,Cifra oficial
5299,España,Área cosechada,Semilla de girasol,2015,ha,738851.0,A,Cifra oficial
5300,España,Rendimiento,Semilla de girasol,2015,kg/ha,1041.1,A,Cifra oficial
5301,España,Producción,Semilla de girasol,2015,toneladas,769195.0,A,Cifra oficial
5302,España,Área cosechada,Semilla de girasol,2016,ha,717672.0,A,Cifra oficial
5303,España,Rendimiento,Semilla de girasol,2016,kg/ha,1076.0,A,Cifra oficial
5304,España,Producción,Semilla de girasol,2016,toneladas,772179.68,A,Cifra oficial
5305,España,Área cosechada,Semilla de girasol,2017,ha,724629.0,A,Cifra oficial
5306,España,Rendimiento,Semilla de girasol,2017,kg/ha,1161.6,A,Cifra oficial
5307,España,Producción,Semilla de girasol,2017,toneladas,841740.0,A,Cifra oficial
5308,España,Área cosechada,Semilla de girasol,2018,ha,691280.0,A,Cifra oficial
5309,España,Rendimiento,Semilla de girasol,2018,kg/ha,1389.9,A,Cifra oficial
5310,España,Producción,Semilla de girasol,2018,toneladas,960790.0,A,Cifra oficial
5311,España,Área cosechada,Semilla de girasol,2019,ha,701770.0,A,Cifra oficial
5312,España,Rendimiento,Semilla de girasol,2019,kg/ha,1114.7,A,Cifra oficial
5313,España,Producción,Semilla de girasol,2019,toneladas,782290.0,A,Cifra oficial
5314,España,Área cosechada,Semilla de girasol,2020,ha,650050.0,A,Cifra oficial
5315,España,Rendimiento,Semilla de girasol,2020,kg/ha,1373.4,A,Cifra oficial
5316,España,Producción,Semilla de girasol,2020,toneladas,892800.0,A,Cifra oficial
5317,España,Área cosechada,Semilla de girasol,2021,ha,631160.0,A,Cifra oficial
5318,España,Rendimiento,Semilla de girasol,2021,kg/ha,1217.4,A,Cifra oficial
5319,España,Producción,Semilla de girasol,2021,toneladas,768350.0,A,Cifra oficial
5320,España,Área cosechada,Semilla de girasol,2022,ha,876670.0,A,Cifra oficial
5321,España,Rendimiento,Semilla de girasol,2022,kg/ha,945.9,A,Cifra oficial
5322,España,Producción,Semilla de girasol,2022,toneladas,829250.0,A,Cifra oficial
5323,España,Área cosechada,Semilla de girasol,2023,ha,781710.0,A,Cifra oficial
5324,España,Rendimiento,Semilla de girasol,2023,kg/ha,1086.6,A,Cifra oficial
5325,España,Producción,Semilla de girasol,2023,toneladas,849400.0,A,Cifra oficial
